scenario_id,scenario,section,purpose,order,id,legacy_ids,pos,gender,pt,en,zh_hans,zh_hant,example_pt,example_en,example_zh_hans,example_zh_hant,note
iefp,IEFP,dialogo,,203,dialogo-iefp-bom-dia-o-meu-patrao-nao-me-pagou-o-ultimo-mes,,,,"Bom dia, o meu patrão não me pagou o último mês.","Good morning, my boss didn't pay me last month's wages.",早上好，老板没付我上个月的工资。,早上好，老闆沒付我上個月的工資。,,,,,
iefp,IEFP,dialogo,,204,dialogo-iefp-tem-contrato-de-trabalho-e-recibos-de-vencimento,,,,Tem contrato de trabalho e recibos de vencimento?,Do you have a work contract and payslips?,您有劳动合同和工资单吗？,您有勞動合同和工資單嗎？,,,,,
iefp,IEFP,dialogo,,205,dialogo-iefp-tenho-contrato-mas-nunca-recebi-recibos,,,,"Tenho contrato, mas nunca recebi recibos.","I have a contract, but I never received payslips.",有合同，但从没拿到过工资单。,有合同，但從沒拿到過工資單。,,,,,
iefp,IEFP,dialogo,,206,dialogo-iefp-isso-e-irregular-pode-apresentar-queixa-na-act,,,,Isso é irregular. Pode apresentar queixa na ACT.,That's irregular. You can file a complaint with the ACT.,这不合规。您可以向劳动监察局投诉。,這不合規。您可以向勞動監察局投訴。,,,,,
iefp,IEFP,dialogo,,207,dialogo-iefp-a-queixa-e-anonima-tenho-medo-de-perder-o-emprego,,,,A queixa é anónima? Tenho medo de perder o emprego.,Is the complaint anonymous? I'm afraid of losing my job.,投诉是匿名的吗？我怕丟了工作。,投訴是匿名的嗎？我怕丟了工作。,,,,,
iefp,IEFP,dialogo,,208,dialogo-iefp-pode-pedir-confidencialidade-e-o-despedimento-por-quei,,,,Pode pedir confidencialidade. E o despedimento por queixa é ilegal.,You can request confidentiality. And dismissal for complaining is illegal.,可以要求保密。而且因投诉而解雇是违法的。,可以要求保密。而且因投訴而解僱是違法的。,,,,,
iefp,IEFP,dialogo,,209,dialogo-iefp-queria-inscrever-me-num-curso-de-formacao,,,,Queria inscrever-me num curso de formação.,I'd like to enrol in a training course.,我想報名參加培训课程。,我想報名參加培訓課程。,,,,,
iefp,IEFP,dialogo,,210,dialogo-iefp-ha-vagas-em-restauracao-limpeza-industrial-e-portugues,,,,"Há vagas em restauração, limpeza industrial e português para estrangeiros.","There are places in catering, industrial cleaning and Portuguese for foreigners.",餐饮、工业清洁和对外葡语课程都有名额。,餐飲、工業清潔和對外葡語課程都有名額。,,,,,
iefp,IEFP,dialogo,,211,dialogo-iefp-o-curso-de-portugues-e-pago,,,,O curso de português é pago?,Is the Portuguese course paid?,葡语课程收费吗？,葡語課程收費嗎？,,,,,
iefp,IEFP,dialogo,,212,dialogo-iefp-e-gratuito-e-pode-dar-acesso-a-uma-bolsa-de-formacao,,,,"É gratuito, e pode dar acesso a uma bolsa de formação.","It's free, and may include a training allowance.",免费，还可能有培训补贴。,免費，還可能有培訓補貼。,,,,,
iefp,IEFP,dialogo,,213,dialogo-iefp-que-horario-tem-trabalho-durante-o-dia,,,,Que horário tem? Trabalho durante o dia.,What's the schedule? I work during the day.,上课时间是什么？我白天要上班。,上課時間是什麼？我白天要上班。,,,,,
iefp,IEFP,dialogo,,214,dialogo-iefp-ha-turmas-pos-laborais-a-noite,,,,"Há turmas pós-laborais, à noite.","There are after-work classes, in the evening.",有晚间的下班后班次。,有晚間的下班後班次。,,,,,
iefp,IEFP,cartao,,41,cartao-iefp-queria-inscrever-me-como-candidato-a-emprego,,,,Queria inscrever-me como candidato a emprego.,I'd like to register as a jobseeker.,我想登记为求职者。,我想登記為求職者。,,,,,
iefp,IEFP,cartao,,42,cartao-iefp-trago-identificacao-nif-niss-e-comprovativo-de-morada,,,,"Trago identificação, NIF, NISS e comprovativo de morada.","I have my ID, tax number, social security number and proof of address.",我带了证件、税号、社保号和住址证明。,我帶了證件、稅號、社保號和住址證明。,,,,,
iefp,IEFP,cartao,,43,cartao-iefp-quero-pedir-o-subsidio-de-desemprego,,,,Quero pedir o subsídio de desemprego.,I want to apply for unemployment benefit.,我想申请失业救济金。,我想申請失業救濟金。,,,,,
iefp,IEFP,cartao,,44,cartao-iefp-tenho-a-declaracao-da-entidade-empregadora,,,,Tenho a declaração da entidade empregadora.,I have the employer's declaration.,我有雇主的解雇声明。,我有僱主的解僱聲明。,,,,,
iefp,IEFP,cartao,,45,cartao-iefp-estou-interessado-a-em-formacao-profissional,,,,Estou interessado/a em formação profissional.,I'm interested in vocational training.,我对职业培训有兴趣。,我對職業培訓有興趣。,,,,,
iefp,IEFP,cartao,,46,cartao-iefp-recebi-uma-convocatoria-para-esta-data,,,,Recebi uma convocatória para esta data.,I received a summons for this date.,我收到了这个日期的约谈通知。,我收到了這個日期的約談通知。,,,,,
iefp,IEFP,cartao,,126,cartao-iefp-qual-e-o-salario-minimo-atual,,,,Qual é o salário mínimo atual?,What's the current minimum wage?,现在的最低工资是多少？,現在的最低工資是多少？,,,,,
iefp,IEFP,cartao,,127,cartao-iefp-tenho-direito-a-subsidio-de-ferias-e-de-natal,,,,Tenho direito a subsídio de férias e de Natal.,I'm entitled to holiday and Christmas bonuses.,我有权领取假期津贴和圣诞津贴。,我有權領取假期津貼和聖誕津貼。,,,,,
iefp,IEFP,cartao,,128,cartao-iefp-o-contrato-e-a-termo-ou-sem-termo,,,,O contrato é a termo ou sem termo?,Is the contract fixed-term or permanent?,合同是固定期限还是无固定期限？,合同是固定期限還是無固定期限？,,,,,
iefp,IEFP,cartao,,129,cartao-iefp-quero-apresentar-queixa-na-act,,,,Quero apresentar queixa na ACT.,I want to file a complaint with the ACT.,我要向劳动监察局投诉。,我要向勞動監察局投訴。,,,,,
iefp,IEFP,cartao,,130,cartao-iefp-quero-inscrever-me-no-curso-de-portugues,,,,Quero inscrever-me no curso de português.,I want to enrol in the Portuguese course.,我想報名葡语课程。,我想報名葡語課程。,,,,,
iefp,IEFP,cartao,useful situation example,666,cartao-iefp-onde-posso-encontrar-informacoes-sobre-a-declaracao-da-entidade-empregadora,,,,Onde posso encontrar informações sobre a declaração da entidade empregadora?,Where can I find information about employer's declaration (of dismissal)?,我可以在哪里查到有关雇主解雇声明的信息？,我可以在哪裡查到有關僱主解僱聲明的資訊？,,,,,
iefp,IEFP,cartao,useful situation example,667,cartao-iefp-pode-dar-me-informacoes-sobre-o-curso-de-portugues-para-estrangeiros,,,,Pode dar-me informações sobre o curso de português para estrangeiros?,Could you give me information about Portuguese course for foreigners?,可以告诉我有关对外葡语课程的信息吗？,可以告訴我有關對外葡語課程的資訊嗎？,,,,,
iefp,IEFP,cartao,useful situation example,668,cartao-iefp-onde-posso-encontrar-informacoes-sobre-a-entrevista-de-emprego,,,,Gostaria de saber mais sobre a entrevista de emprego.,I would like to know more about job interview.,我想进一步了解求职面试。,我想進一步了解求職面試。,,,,,
iefp,IEFP,cartao,useful situation example,669,cartao-iefp-onde-posso-encontrar-informacoes-sobre-o-recibo-de-vencimento,,,,Quem me pode orientar sobre o recibo de vencimento?,Who can advise me about payslip?,关于工资单，谁可以给我指引？,關於工資單，誰可以給我指引？,,,,,
iefp,IEFP,cartao,useful situation example,670,cartao-iefp-pode-dar-me-informacoes-sobre-o-periodo-experimental,,,,Tenho uma questão relacionada com o período experimental.,I have a question related to probation period.,我有一个与试用期有关的问题。,我有一個與試用期有關的問題。,,,,,
iefp,IEFP,cartao,useful situation example,671,cartao-iefp-pode-dar-me-informacoes-sobre-a-rescisao-do-contrato,,,,Consegue ajudar-me com uma dúvida sobre a rescisão do contrato?,Can you help me with a question about contract termination?,您能帮我解答一个有关解除合同的问题吗？,您能幫我解答一個有關解除合同的問題嗎？,,,,,
iefp,IEFP,cartao,useful situation example,672,cartao-iefp-pode-dar-me-informacoes-sobre-o-gestor-pessoal,,,,A quem posso pedir esclarecimentos sobre o gestor pessoal?,Who can I ask for clarification about personal case officer?,关于个人专员，我可以向谁咨询？,關於個人專員，我可以向誰查詢？,,,,,
iefp,IEFP,cartao,useful situation example,673,cartao-iefp-preciso-de-esclarecer-uma-duvida-sobre-a-agencia-de-trabalho-temporario,,,,Preciso de esclarecer uma dúvida sobre a agência de trabalho temporário.,I have a question about temp agency.,我需要咨询有关劳务派遣公司的问题。,我需要查詢有關勞務派遣公司的問題。,,,,,
iefp,IEFP,cartao,useful situation example,674,cartao-iefp-pode-dar-me-informacoes-sobre-o-sindicato,,,,Pode explicar-me melhor o que preciso de saber sobre o sindicato?,Could you explain what I need to know about trade union?,您能说明我需要了解工会的哪些信息吗？,您能說明我需要了解工會的哪些資訊嗎？,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0428,m8-carta-conducao,noun,f,a carta de condução,driving licence,驾驶执照,駕駛執照,Tenho carta de condução.,I have a driving licence.,我有驾驶执照。,我有駕駛執照。,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0239,m5-passaporte,noun,m,o passaporte,passport,护照,護照,Deve levar o passaporte.,You should take the passport.,您应该带上护照。,您應該帶上護照。,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0241,m5-pessoalmente,,,pessoalmente,in person,亲自,親自,Tem de vir cá pessoalmente.,You have to come here in person.,您必须亲自来这里。,您必須親自來這裡。,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0234,m5-impresso,noun,m,o impresso,form,表格,表格,Preencha este impresso.,Fill in this form.,请填写这张表格。,請填寫這張表格。,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0235,m5-renovar,,,renovar,to renew,续签/更新,續簽/更新,Queria renovar a autorização de residência.,I would like to renew the residence permit.,我想续居留许可。,我想續居留許可。,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0236,m5-documentos-necessarios,noun,m-pl,os documentos necessários,required documents,所需文件,所需文件,Que documentos necessários devo trazer?,What required documents should I bring?,我应该带哪些必要文件？,我應該帶哪些必要文件？,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0237,m5-requerente,noun,m,o requerente,applicant,申请人,申請人,O requerente assina o pedido.,The applicant signs the request.,申请人在申请书上签字。,申請人在申請書上簽字。,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0238,m5-fotografia-tipo-passe,noun,f,a fotografia tipo passe,passport photo,护照照片,護照照片,Preciso de duas fotografias tipo passe.,I need two passport-style photographs.,我需要两张证件照。,我需要兩張證件照。,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0240,m5-registo-criminal,noun,m,o registo criminal,criminal record,犯罪记录,犯罪記錄,Preciso de autorização para consulta do registo criminal.,I need authorisation to consult the criminal record.,我需要授权查询犯罪记录。,我需要授權查詢犯罪紀錄。,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0268,m5-cartao-de-residencia,noun,m,o cartão de residência,residence card,居留卡,居留卡,Preciso do cartão de residência.,I need the residence card.,我需要居留卡。,我需要居留卡。,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0659,situacao-a-autorizacao-de-residencia-ar,noun,f,a autorização de residência (AR),residence permit,居留許可,居留許可,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0663,situacao-a-marcacao-o-agendamento,noun,f,a marcação / o agendamento,appointment / booking,预约,預約,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0664,situacao-a-recolha-de-dados-biometricos,noun,f,a recolha de dados biométricos,biometric data collection,採集生物识別资料（按指紋等）,採集生物識別資料（按指紋等）,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0668,situacao-caducado-a,,,caducado/a,expired,已过期,已過期,,,,,AR expired <6 months can still renew
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0669,situacao-as-taxas,noun,f-pl,as taxas,fees,费用,費用,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0802,situacao-a-assinatura,noun,f,a assinatura,signature,签名,簽名,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0824,situacao-a-chave-movel-digital-cmd,noun,f,a Chave Móvel Digital (CMD),Digital Mobile Key (gov. login),数字移动密钥（政府通用登录）,數字移動密鑰（政府通用登錄）,,,,,"One login for Finanças, SS, SNS portals"
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0851,situacao-a-fotocopia-autenticada,noun,f,a fotocópia autenticada,certified photocopy,认证副本,認證副本,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0852,situacao-o-reconhecimento-de-assinatura,noun,m,o reconhecimento de assinatura,signature certification,签名认证,簽名認證,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0863,situacao-assinar,,,assinar,to sign,签名,簽名,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0864,situacao-o-comprovativo-de-pagamento,noun,m,o comprovativo de pagamento,proof of payment,缴费憑证,繳費憑證,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0884,situacao-o-atestado-medico,noun,m,o atestado médico,medical certificate,医生证明,醫生證明,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0887,situacao-a-apostila-de-haia,noun,f,a apostila (de Haia),(Hague) apostille,海牙认证,海牙認證,,,,,Foreign documents must be apostilled
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0888,situacao-a-traducao-certificada,noun,f,a tradução certificada,certified translation,认证翻译,認證翻譯,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0893,situacao-o-comprovativo-de-agendamento,noun,m,o comprovativo de agendamento,proof of appointment,预约憑证,預約憑證,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0894,situacao-o-numero-de-processo,noun,m,o número de processo,case number,案件編号,案件編號,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-0895,situacao-o-estado-do-processo,noun,m,o estado do processo,case status,案件状态,案件狀態,,,,,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-1321,situacao-o-imt,noun,m,o IMT,Institute for Mobility and Transport (IMT),交通与运输局（IMT）,交通及運輸局（IMT）,O pedido foi enviado ao IMT.,The application was sent to the IMT.,申请已提交给IMT。,申請已提交給IMT。,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-1322,situacao-trocar-a-carta-de-conducao,,,trocar a carta de condução,to exchange a driving licence,换领驾驶证,換領駕駛執照,Quero trocar a minha carta estrangeira.,I want to exchange my foreign licence.,我想换领外国驾驶证。,我想換領外國駕駛執照。,
imt_carta_conducao,IMT e Carta de Condução,vocabulario,,,az-1323,situacao-o-atestado-medico-eletronico,noun,m,o atestado médico eletrónico,electronic medical certificate,电子健康证明,電子健康證明,O médico enviou o atestado eletrónico ao IMT.,The doctor sent the electronic certificate to the IMT.,医生已将电子健康证明发送给IMT。,醫生已將電子健康證明傳送給IMT。,
imt_carta_conducao,IMT e Carta de Condução,dialogo,opening,477,dialogo-imt_carta_conducao-bom-dia-quero-trocar-a-minha-carta-de-conducao-estrangeira,,,,Bom dia. Quero trocar a minha carta de condução estrangeira.,Good morning. I want to exchange my foreign driving licence.,早上好。我想换领外国驾驶证。,早晨。我想換領外國駕駛執照。,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,eligibility,478,dialogo-imt_carta_conducao-em-que-pais-foi-emitida-e-desde-quando-reside-em-portugal,,,,Em que país foi emitida e desde quando reside em Portugal?,"Which country issued it, and since when have you lived in Portugal?",驾驶证由哪个国家签发？您从什么时候开始在葡萄牙居住？,駕駛執照由哪個國家簽發？您從甚麼時候開始在葡萄牙居住？,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,eligibility,479,dialogo-imt_carta_conducao-foi-emitida-na-china-e-tenho-residencia-desde-marco,,,,Foi emitida na China e tenho residência desde março.,"It was issued in China, and I have been resident since March.",由中国签发，我从三月起在葡萄牙居住。,由中國簽發，我從三月起在葡萄牙居住。,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,documents,480,dialogo-imt_carta_conducao-a-lista-de-documentos-depende-do-pais-vamos-confirmar-o-seu-caso,,,,A lista de documentos depende do país. Vamos confirmar o seu caso.,The document list depends on the country. Let us check your case.,所需文件取决于签发国。我们先核对您的情况。,所需文件視乎簽發國。我們先核對您的情況。,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,documents,481,dialogo-imt_carta_conducao-tenho-a-carta-original-o-atestado-medico-e-o-titulo-de-residencia,,,,"Tenho a carta original, o atestado médico e o título de residência.","I have the original licence, medical certificate, and residence permit.",我带了驾驶证原件、健康证明和居留证。,我帶了駕駛執照正本、健康證明和居留證。,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,documents,482,dialogo-imt_carta_conducao-pode-ainda-ser-necessaria-uma-declaracao-de-autenticidade-ou-traducao-certificada,,,,Pode ainda ser necessária uma declaração de autenticidade ou tradução certificada.,A declaration of authenticity or certified translation may also be required.,还可能需要真实性声明或认证翻译。,還可能需要真實性聲明或核證翻譯。,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,submission,483,dialogo-imt_carta_conducao-posso-entregar-tudo-online,,,,Posso entregar tudo online?,Can I submit everything online?,可以全部在线提交吗？,可以全部網上提交嗎？,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,submission,484,dialogo-imt_carta_conducao-o-pedido-comeca-no-formulario-online-siga-depois-as-instrucoes-do-imt,,,,O pedido começa no formulário online; siga depois as instruções do IMT.,The application starts with the online form; then follow the IMT instructions.,申请从在线表格开始，之后请按IMT的指示办理。,申請由網上表格開始，之後請按IMT的指示辦理。,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,cost,485,dialogo-imt_carta_conducao-qual-e-o-custo-e-como-faco-o-pagamento,,,,Qual é o custo e como faço o pagamento?,"What does it cost, and how do I pay?",费用是多少？如何付款？,費用是多少？如何付款？,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,tracking,486,dialogo-imt_carta_conducao-a-taxa-base-aparece-no-pedido-guarde-a-referencia-para-acompanhar-o-processo,,,,A taxa base aparece no pedido. Guarde a referência para acompanhar o processo.,The base fee appears in the application. Keep the reference to track the process.,基本费用会显示在申请中。请保存编号以查询进度。,基本費用會顯示在申請中。請保留編號以查詢進度。,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,expanded real-world coverage,538,dialogo-imt_carta_conducao-a-minha-carta-portuguesa-caduca-no-proximo-mes,,,,A minha carta portuguesa caduca no próximo mês.,My Portuguese driving licence expires next month.,我的葡萄牙驾驶证下个月到期。,我的葡萄牙駕駛執照下個月到期。,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,expanded real-world coverage,539,dialogo-imt_carta_conducao-pode-pedir-a-renovacao-nos-seis-meses-anteriores-a-data-de-validade,,,,Pode pedir a renovação nos seis meses anteriores à data de validade.,You can request renewal during the six months before the expiry date.,您可以在有效期届满前六个月内申请续期。,您可以在有效期屆滿前六個月內申請續期。,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,expanded real-world coverage,540,dialogo-imt_carta_conducao-preciso-de-fazer-um-novo-atestado-medico,,,,Preciso de fazer um novo atestado médico?,Do I need a new medical certificate?,我需要重新办理体检证明吗？,我需要重新辦理醫療證明嗎？,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,expanded real-world coverage,541,dialogo-imt_carta_conducao-depende-da-sua-idade-e-das-categorias-da-carta,,,,Depende da sua idade e das categorias da carta.,It depends on your age and the licence categories.,这取决于您的年龄和驾驶证类别。,這取決於您的年齡和駕駛執照類別。,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,expanded real-world coverage,542,dialogo-imt_carta_conducao-mudei-de-morada-tenho-de-atualizar-a-carta,,,,Mudei de morada. Tenho de atualizar a carta?,I have changed address. Must I update the licence?,我搬家了，需要更新驾驶证吗？,我搬家了，需要更新駕駛執照嗎？,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,expanded real-world coverage,543,dialogo-imt_carta_conducao-a-morada-deve-estar-atualizada-nos-seus-dados-de-identificacao,,,,A morada deve estar atualizada nos seus dados de identificação.,Your address must be current in your identification records.,您的身份资料中必须登记最新地址。,您的身份資料中必須登記最新地址。,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,expanded real-world coverage,544,dialogo-imt_carta_conducao-enquanto-espero-posso-continuar-a-conduzir,,,,"Enquanto espero, posso continuar a conduzir?",Can I keep driving while I wait?,等待期间我可以继续驾驶吗？,等候期間我可以繼續駕駛嗎？,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,expanded real-world coverage,545,dialogo-imt_carta_conducao-guarde-o-comprovativo-do-pedido-e-confirme-a-validade-indicada,,,,Guarde o comprovativo do pedido e confirme a validade indicada.,Keep the application receipt and check the validity shown on it.,请保留申请凭证，并确认上面注明的有效期。,請保留申請證明，並確認上面註明的有效期。,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,expanded real-world coverage,546,dialogo-imt_carta_conducao-como-recebo-a-nova-carta,,,,Como recebo a nova carta?,How will I receive the new licence?,新驾驶证会怎样寄给我？,新駕駛執照會怎樣寄給我？,,,,,
imt_carta_conducao,IMT e Carta de Condução,dialogo,expanded real-world coverage,547,dialogo-imt_carta_conducao-e-enviada-para-a-morada-registada-acompanhe-o-pedido-no-portal,,,,É enviada para a morada registada; acompanhe o pedido no portal.,It is sent to the registered address; track the application on the portal.,会寄到登记地址；您可以在网站查询进度。,會寄到登記地址；您可以在網站查詢進度。,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,eligibility,315,cartao-imt_carta_conducao-posso-conduzir-em-portugal-com-esta-carta,,,,Posso conduzir em Portugal com esta carta?,Can I drive in Portugal with this licence?,我可以持这本驾驶证在葡萄牙驾驶吗？,我可以持這本駕駛執照在葡萄牙駕駛嗎？,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,deadline,316,cartao-imt_carta_conducao-qual-e-o-prazo-para-fazer-a-troca,,,,Qual é o prazo para fazer a troca?,What is the deadline for exchanging it?,换领期限是多久？,換領期限是多久？,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,appointment,317,cartao-imt_carta_conducao-preciso-de-ir-a-um-balcao-ou-basta-o-pedido-online,,,,Preciso de ir a um balcão ou basta o pedido online?,"Must I visit a desk, or is the online application enough?",需要到服务台办理，还是在线申请即可？,需要到服務櫃位辦理，還是網上申請即可？,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,documents,318,cartao-imt_carta_conducao-qual-destes-documentos-ainda-falta,,,,Qual destes documentos ainda falta?,Which of these documents is still missing?,这些文件中还缺哪一份？,這些文件中還欠哪一份？,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,payment,319,cartao-imt_carta_conducao-onde-encontro-a-referencia-para-pagar,,,,Onde encontro a referência para pagar?,Where can I find the payment reference?,在哪里可以找到付款编号？,在哪裡可以找到付款編號？,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,temporary-proof,320,cartao-imt_carta_conducao-recebo-algum-comprovativo-enquanto-espero-pela-nova-carta,,,,Recebo algum comprovativo enquanto espero pela nova carta?,Will I receive proof while waiting for the new licence?,等待新驾驶证期间会收到临时凭证吗？,等候新駕駛執照期間會收到臨時證明嗎？,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,problem,321,cartao-imt_carta_conducao-recebi-um-pedido-de-documentos-adicionais,,,,Recebi um pedido de documentos adicionais.,I received a request for additional documents.,我收到补交文件的通知。,我收到補交文件的通知。,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,tracking,322,cartao-imt_carta_conducao-a-referencia-do-meu-pedido-e-esta,,,,A referência do meu pedido é esta.,This is my application reference.,这是我的申请编号。,這是我的申請編號。,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,useful situation example,423,cartao-imt_carta_conducao-onde-posso-encontrar-informacoes-sobre-o-comprovativo-de-agendamento,,,,Onde posso encontrar informações sobre o comprovativo de agendamento?,Where can I find information about proof of appointment?,我可以在哪里查到有关预约憑证的信息？,我可以在哪裡查到有關預約憑證的資訊？,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,useful situation example,424,cartao-imt_carta_conducao-pode-dar-me-informacoes-sobre-o-estado-do-processo,,,,Pode dar-me informações sobre o estado do processo?,Could you give me information about case status?,可以告诉我有关案件状态的信息吗？,可以告訴我有關案件狀態的資訊嗎？,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,useful situation example,425,cartao-imt_carta_conducao-onde-posso-encontrar-informacoes-sobre-as-taxas,,,,Gostaria de saber mais sobre as taxas.,I would like to know more about fees.,我想进一步了解费用。,我想進一步了解費用。,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,useful situation example,426,cartao-imt_carta_conducao-pode-dar-me-informacoes-sobre-o-atestado-medico,,,,Quem me pode orientar sobre o atestado médico?,Who can advise me about medical certificate?,关于医生证明，谁可以给我指引？,關於醫生證明，誰可以給我指引？,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,useful situation example,427,cartao-imt_carta_conducao-preciso-de-esclarecer-uma-duvida-sobre-a-recolha-de-dados-biometricos,,,,Preciso de esclarecer uma dúvida sobre a recolha de dados biométricos.,I have a question about biometric data collection.,我需要咨询有关採集生物识別资料（按指紋等）的问题。,我需要查詢有關採集生物識別資料（按指紋等）的問題。,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,useful situation example,428,cartao-imt_carta_conducao-preciso-de-esclarecer-uma-duvida-sobre-a-fotocopia-autenticada,,,,Tenho uma questão relacionada com a fotocópia autenticada.,I have a question related to certified photocopy.,我有一个与认证副本有关的问题。,我有一個與認證副本有關的問題。,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,useful situation example,429,cartao-imt_carta_conducao-com-quem-devo-falar-sobre-o-reconhecimento-de-assinatura,,,,Com quem devo falar sobre o reconhecimento de assinatura?,Who should I speak to about signature certification?,关于签名认证，我应该和谁联系？,關於簽名認證，我應該聯絡誰？,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,useful situation example,430,cartao-imt_carta_conducao-preciso-de-autorizacao-para-consulta-do-registo-criminal,,,,Preciso de autorização para consulta do registo criminal.,I need authorisation to consult the criminal record.,我需要授权查询犯罪记录。,我需要授權查詢犯罪紀錄。,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,useful situation example,431,cartao-imt_carta_conducao-com-quem-devo-falar-sobre-a-traducao-certificada,,,,Consegue ajudar-me com uma dúvida sobre a tradução certificada?,Can you help me with a question about certified translation?,您能帮我解答一个有关认证翻译的问题吗？,您能幫我解答一個有關認證翻譯的問題嗎？,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,useful situation example,432,cartao-imt_carta_conducao-queria-informacoes-sobre-o-comprovativo-de-pagamento,,,,Queria informações sobre o comprovativo de pagamento.,I would like information about proof of payment.,我想了解缴费憑证。,我想了解繳費憑證。,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,useful situation example,433,cartao-imt_carta_conducao-queria-informacoes-sobre-o-numero-de-processo,,,,A quem posso pedir esclarecimentos sobre o número de processo?,Who can I ask for clarification about case number?,关于案件編号，我可以向谁咨询？,關於案件編號，我可以向誰查詢？,,,,,
imt_carta_conducao,IMT e Carta de Condução,cartao,useful situation example,434,cartao-imt_carta_conducao-que-documentos-necessarios-devo-trazer,,,,Que documentos devo trazer?,Which documents should I bring?,我需要带哪些文件？,我需要帶哪些文件？,,,,,
junta_de_freguesia,Junta de Freguesia,vocabulario,,,az-0637,situacao-a-junta-de-freguesia,noun,f,a junta de freguesia,parish council office,堂区行政委员会（社区办事处）,堂區行政委員會（社區辦事處）,,,,,Most local level of government
