situacao,tipo,conjunto,pt,en,zh_hant,zh_hans,notas_2026
banco,script,diálogo 2,"Vou verificar. Entretanto, quer bloquear o cartão por segurança?","I'll check. Meanwhile, do you want to block the card for safety?",我查一下。這期間，為安全起見要凍結卡片嗎？,我查一下。这期间，为安全起见要冻结卡片吗？,
banco,script,diálogo 2,"Sim, por favor. E posso levantar dinheiro sem cartão?","Yes, please. And can I withdraw money without the card?",好的，麻煩您。那我可以無卡取款嗎？,好的，麻煩您。那我可以无卡取款吗？,
banco,script,diálogo 2,"Pode, pelo MB Way, com o telemóvel.","You can, via MB Way, with your phone.",可以，用手機通過MB Way操作。,可以，用手机通过MB Way操作。,
banco,script,diálogo 3,Queria ativar o débito direto para a conta da luz.,I'd like to set up a direct debit for the electricity bill.,我想給電費設置自動扣款。,我想给电费设置自动扣款。,
banco,script,diálogo 3,Trouxe a fatura? Precisamos da entidade e da referência.,Did you bring the bill? We need the entity and reference numbers.,您帶賬單了嗎？我們需要單位代碼和繳費編號。,您带账单了吗？我们需要单位代码和缴费編号。,
banco,script,diálogo 3,Está aqui. Também queria ativar o MB Way.,Here it is. I'd also like to activate MB Way.,在這裡。我還想開通MB Way。,在这里。我还想开通MB Way。,
banco,script,diálogo 3,Com certeza. Associa-se ao seu número de telemóvel.,Certainly. It's linked to your mobile number.,當然可以。它會綁定您的手機號碼。,当然可以。它会绑定您的手机号码。,
banco,script,diálogo 3,Há alguma comissão mensal?,Is there a monthly fee?,有月費嗎？,有月费吗？,
banco,script,diálogo 3,"Não, o serviço é gratuito no nosso banco.","No, the service is free at our bank.",沒有，我們銀行這項服務免費。,没有，我们银行这项服务免费。,
banco,cheat_sheet,,O multibanco reteve o meu cartão.,The ATM retained my card.,櫃員機把我的卡吞了。,柜员机把我的卡吞了。,
banco,cheat_sheet,,Quero bloquear o cartão — perdi-o / foi roubado.,I want to block my card — I lost it / it was stolen.,我要掛失銀行卡——卡丟了／被偷了。,我要挂失银行卡——卡丟了／被偷了。,
banco,cheat_sheet,,Queria ativar o MB Way / o débito direto.,I'd like to activate MB Way / direct debit.,我想開通MB Way／自動扣款。,我想开通MB Way／自动扣款。,
banco,cheat_sheet,,Qual é o limite de levantamento diário?,What's the daily withdrawal limit?,每日提款限額是多少？,每日提款限额是多少？,
banco,cheat_sheet,,Posso falar com o meu gestor de conta?,May I speak with my account manager?,我可以和我的客戶經理談談嗎？,我可以和我的客户经理谈谈吗？,
financas,vocabulário,,o IRS,personal income tax,個人所得稅（IRS）,个人所得税（IRS）,
financas,vocabulário,,a fatura com NIF / com contribuinte,receipt with your tax number,帶稅號的發票,带税号的发票,Asked at every shop: 'Quer fatura com contribuinte?'
financas,vocabulário,,o e-Fatura,e-Fatura (invoice portal),電子發票平台（e-Fatura）,电子发票平台（e-Fatura）,
financas,vocabulário,,o reembolso,tax refund,退稅,退税,
financas,vocabulário,,pagar em prestações,to pay in instalments,分期繳納,分期缴納,
financas,vocabulário,,a dívida fiscal,tax debt,稅務欠款,税务欠款,
financas,vocabulário,,o IMI,property tax,房產稅（IMI）,房产税（IMI）,
financas,vocabulário,,o IUC,road tax,車輛稅（IUC）,车辆税（IUC）,
financas,vocabulário,,o IVA,VAT,增值稅（IVA）,增值税（IVA）,
financas,vocabulário,,a isenção,exemption,免稅／豁免,免税／豁免,
financas,vocabulário,,o escalão,income bracket,收入級距,收入级距,
financas,vocabulário,,o rendimento,income,收入,收入,
financas,vocabulário,,abrir atividade,to register as self-employed,開業登記（自僱）,开业登记（自雇）,Required before issuing recibos verdes
financas,vocabulário,,cessar atividade,to close self-employed activity,停業登記,停业登记,
financas,vocabulário,,a categoria B,category B (self-employment income),B類收入（自僱所得）,B类收入（自雇所得）,
financas,vocabulário,,a retenção na fonte,withholding tax,源頭扣繳（預扣稅）,源头扣缴（预扣税）,
financas,vocabulário,,o recibo verde eletrónico,electronic freelance receipt,電子綠色收據,电子綠色收据,
financas,vocabulário,,a Chave Móvel Digital (CMD),Digital Mobile Key (gov. login),數字移動密鑰（政府通用登錄）,数字移动密钥（政府通用登录）,"One login for Finanças, SS, SNS portals"
financas,vocabulário,,o certificado digital,digital certificate,數字證書,数字证书,
financas,vocabulário,,a nota de liquidação,tax assessment notice,稅款結算單,税款结算单,Proof of income for AR renewals
financas,script,diálogo 2,"Bom dia, quero abrir atividade como trabalhador independente.","Good morning, I want to register as self-employed.",早上好，我想登記自僱開業。,早上好，我想登记自雇开业。,
financas,script,diálogo 2,Que atividade vai exercer?,What activity will you carry out?,您要從事什麼行業？,您要从事什么行业？,
financas,script,diálogo 2,Limpezas domésticas. É a minha primeira vez.,Domestic cleaning. It's my first time.,家庭保潔。這是我第一次登記。,家庭保洁。这是我第一次登记。,
financas,script,diálogo 2,No primeiro ano tem isenção de IVA se ficar abaixo do limite.,In the first year you're VAT-exempt if you stay under the threshold.,第一年收入低於門檻可以免增值稅。,第一年收入低于门檻可以免增值税。,
financas,script,diálogo 2,E como passo os recibos?,And how do I issue receipts?,那我怎麼開收據？,那我怎么开收据？,
financas,script,diálogo 2,"No Portal das Finanças, recibos verdes eletrónicos, com a sua senha.","On the Finanças portal, electronic green receipts, with your password.",在財政網站上用您的密碼開電子綠色收據。,在财政网站上用您的密码开电子綠色收据。,
financas,script,diálogo 3,Recebi uma nota para pagar. Posso pagar em prestações?,I received a payment notice. Can I pay in instalments?,我收到一張繳費通知。可以分期付款嗎？,我收到一张缴费通知。可以分期付款吗？,
financas,script,diálogo 3,Pode pedir um plano prestacional no portal ou aqui ao balcão.,You can request an instalment plan on the portal or here at the counter.,您可以在網站上或在這個櫃檯申請分期計劃。,您可以在网站上或在这个柜台申请分期计划。,
financas,script,diálogo 3,Quantas prestações são possíveis?,How many instalments are possible?,最多可以分幾期？,最多可以分几期？,
financas,script,diálogo 3,Depende do valor. Sem juros até certo montante.,It depends on the amount. Interest-free up to a certain sum.,取決於金額。一定額度內免利息。,取决于金额。一定额度内免利息。,
financas,script,diálogo 3,E se eu atrasar uma prestação?,And if I'm late on an instalment?,如果我逾期一期會怎樣？,如果我逾期一期会怎样？,
financas,script,diálogo 3,O plano pode ser anulado — convém pagar a tempo.,The plan can be cancelled — best to pay on time.,計劃可能被取消——最好按時繳納。,计划可能被取消——最好按时缴納。,
financas,cheat_sheet,,Quero abrir atividade como independente.,I want to register as self-employed.,我想登記自僱開業。,我想登记自雇开业。,
financas,cheat_sheet,,"Fatura com contribuinte, por favor.","Receipt with my tax number, please.",請開帶稅號的發票。,请开带税号的发票。,
financas,cheat_sheet,,Posso pagar em prestações?,Can I pay in instalments?,可以分期付款嗎？,可以分期付款吗？,
financas,cheat_sheet,,Como ativo a Chave Móvel Digital?,How do I activate the Digital Mobile Key?,怎麼開通數字移動密鑰？,怎么开通数字移动密钥？,
financas,cheat_sheet,,Preciso da nota de liquidação para a AIMA.,I need the tax assessment notice for AIMA.,我需要稅款結算單交給移民局。,我需要税款结算单交给移民局。,
correios,vocabulário,,o envelope,envelope,信封,信封,
correios,vocabulário,,a caixa / a embalagem,box / packaging,紙箱／包裝,纸箱／包装,
correios,vocabulário,,pesar,to weigh,稱重,稱重,
correios,vocabulário,,o peso,weight,重量,重量,
correios,vocabulário,,frágil,fragile,易碎,易碎,
correios,vocabulário,,o correio normal,standard mail,平郵,平邮,
correios,vocabulário,,o correio expresso,express mail,快遞,快递,
correios,vocabulário,,o prazo de entrega,delivery time,送達時間,送达时间,
correios,vocabulário,,a alfândega,customs,海關,海关,Parcels from outside the EU often get held here
correios,vocabulário,,a taxa alfandegária,customs fee,關稅,关税,
correios,vocabulário,,o formulário aduaneiro,customs form,報關單,報关单,
correios,vocabulário,,a segunda tentativa de entrega,second delivery attempt,第二次派送,第二次派送,
correios,vocabulário,,o cacifo / o locker,parcel locker,快遞櫃,快递柜,
correios,vocabulário,,reencaminhar,to forward (mail),轉寄,转寄,
correios,vocabulário,,devolver ao remetente,to return to sender,退回寄件人,退回寄件人,
correios,vocabulário,,a entrega ao domicílio,home delivery,送貨上門,送货上门,
correios,vocabulário,,a assinatura na entrega,signature on delivery,簽收,签收,
correios,vocabulário,,o vale postal,postal money order,郵政匯票,邮政汇票,
correios,vocabulário,,levantar na loja,to collect in store,到店自取,到店自取,
correios,vocabulário,,o horário de funcionamento,opening hours,營業時間,營业时间,
correios,script,diálogo 2,"Boa tarde, a minha encomenda está retida na alfândega.","Good afternoon, my parcel is held at customs.",下午好，我的包裹被海關扣了。,下午好，我的包裹被海关扣了。,
correios,script,diálogo 2,Tem o número de rastreio e a notificação?,Do you have the tracking number and the notification?,您有追蹤編號和通知單嗎？,您有追踪編号和通知单吗？,
correios,script,diálogo 2,Tenho. Quanto tenho de pagar de taxa?,I do. How much do I have to pay in fees?,有。我需要繳多少費用？,有。我需要缴多少费用？,
correios,script,diálogo 2,São 15 euros de taxa alfandegária mais o IVA.,It's 15 euros customs fee plus VAT.,關稅15歐元，另加增值稅。,关税15欧元，另加增值税。,
correios,script,diálogo 2,Posso pagar online ou tem de ser aqui?,Can I pay online or does it have to be here?,可以在線繳費還是必須來這裡？,可以在线缴费还是必须來这里？,
correios,script,diálogo 2,Pode pagar online — depois a entrega segue normalmente.,You can pay online — then delivery proceeds normally.,可以在線繳費——之後正常派送。,可以在线缴费——之后正常派送。,
correios,script,diálogo 3,Perdi a entrega de ontem. O que faço?,I missed yesterday's delivery. What do I do?,我昨天沒趕上派送。該怎麼辦？,我昨天没赶上派送。该怎么办？,
correios,script,diálogo 3,"Há uma segunda tentativa amanhã, ou pode levantar na loja.","There's a second attempt tomorrow, or you can collect in store.",明天有第二次派送，或者您可以到店自取。,明天有第二次派送，或者您可以到店自取。,
correios,script,diálogo 3,Prefiro o cacifo — é possível?,I'd prefer the locker — is that possible?,我更想用快遞櫃——可以嗎？,我更想用快递柜——可以吗？,
correios,script,diálogo 3,"Sim, altere na app com o código de rastreio.","Yes, change it in the app with the tracking number.",可以，在應用裡用追蹤編號修改。,可以，在应用里用追踪編号修改。,
correios,script,diálogo 3,Quanto tempo fica no cacifo?,How long does it stay in the locker?,包裹在快遞櫃裡放多久？,包裹在快递柜里放多久？,
correios,script,diálogo 3,Três dias úteis. Recebe um código por SMS.,Three working days. You'll get a code by SMS.,三個工作日。您會收到短信取件碼。,三个工作日。您会收到短信取件码。,
correios,cheat_sheet,,A encomenda está na alfândega — quanto pago?,My parcel is at customs — how much do I pay?,包裹在海關——我要繳多少錢？,包裹在海关——我要缴多少钱？,
correios,cheat_sheet,,Pode reencaminhar para esta morada?,Can you forward it to this address?,可以轉寄到這個地址嗎？,可以转寄到这个地址吗？,
correios,cheat_sheet,,"É frágil, por favor.","It's fragile, please.",易碎品，請小心。,易碎品，请小心。,
correios,cheat_sheet,,Quando é a segunda tentativa de entrega?,When is the second delivery attempt?,第二次派送是什麼時候？,第二次派送是什么时候？,
correios,cheat_sheet,,Prefiro levantar no cacifo.,I'd rather collect it from the locker.,我想到快遞櫃取件。,我想到快递柜取件。,
junta_de_freguesia,vocabulário,,o Espaço Cidadão,Citizen's Desk (one-stop services),公民服務站,公民服务站,"Renew CC, CMD activation, IRS help — often inside the junta"
junta_de_freguesia,vocabulário,,o recenseamento eleitoral,electoral registration,選民登記,选民登记,
junta_de_freguesia,vocabulário,,a prova de vida,proof of life (for pensions),生存證明（領養老金用）,生存证明（领养老金用）,
junta_de_freguesia,vocabulário,,o atestado de agregado familiar,household certificate,家庭成員證明,家庭成员证明,Often needed for family reunification
junta_de_freguesia,vocabulário,,a fotocópia autenticada,certified photocopy,認證副本,认证副本,
junta_de_freguesia,vocabulário,,o reconhecimento de assinatura,signature certification,簽名認證,签名认证,
junta_de_freguesia,vocabulário,,a taxa de emissão,issuance fee,辦理費用,办理费用,
junta_de_freguesia,vocabulário,,o horário de atendimento,office hours,辦公時間,办公时间,
junta_de_freguesia,vocabulário,,a senha de atendimento,queue ticket,排隊取號,排队取号,
junta_de_freguesia,vocabulário,,válido por três meses,valid for three months,三個月有效,三个月有效,Most junta certificates expire quickly
junta_de_freguesia,vocabulário,,a declaração,declaration / statement,聲明書,声明书,
junta_de_freguesia,vocabulário,,morar / residir,to live / to reside,居住,居住,
junta_de_freguesia,vocabulário,,a freguesia,parish (administrative area),堂區（行政區）,堂区（行政区）,
junta_de_freguesia,vocabulário,,o munícipe / o morador,resident,居民,居民,
junta_de_freguesia,vocabulário,,a câmara municipal,city hall,市政廳,市政厅,
junta_de_freguesia,vocabulário,,o formulário,form,表格,表格,
junta_de_freguesia,vocabulário,,preencher,to fill in,填寫,填写,
junta_de_freguesia,vocabulário,,assinar,to sign,簽名,签名,
junta_de_freguesia,vocabulário,,o comprovativo de pagamento,proof of payment,繳費憑證,缴费憑证,
junta_de_freguesia,vocabulário,,levantar o documento,to collect the document,領取文件,领取文件,
junta_de_freguesia,script,diálogo 2,"Bom dia, há Espaço Cidadão aqui na junta?","Good morning, is there a Citizen's Desk here at the junta?",早上好，這裡有公民服務站嗎？,早上好，这里有公民服务站吗？,
junta_de_freguesia,script,diálogo 2,"Há, sim. O que precisa de tratar?","Yes, there is. What do you need to do?",有的。您需要辦什麼？,有的。您需要办什么？,
junta_de_freguesia,script,diálogo 2,Queria ativar a Chave Móvel Digital.,I'd like to activate the Digital Mobile Key.,我想開通數字移動密鑰。,我想开通数字移动密钥。,
junta_de_freguesia,script,diálogo 2,Traga o título de residência e o telemóvel. Demora dez minutos.,Bring your residence permit and phone. It takes ten minutes.,帶居留證和手機來。十分鐘就好。,带居留证和手机來。十分钟就好。,
junta_de_freguesia,script,diálogo 2,Também fazem renovação do cartão de cidadão?,Do you also renew citizen cards?,你們也辦公民卡續期嗎？,你们也办公民卡续期吗？,
junta_de_freguesia,script,diálogo 2,"Fazemos, com marcação prévia.","We do, by prior appointment.",可以，需要提前預約。,可以，需要提前预约。,
junta_de_freguesia,script,diálogo 3,Preciso de um atestado de agregado familiar para o reagrupamento.,I need a household certificate for family reunification.,我需要一份家庭成員證明辦家庭團聚。,我需要一份家庭成员证明办家庭团聚。,
junta_de_freguesia,script,diálogo 3,Quem faz parte do agregado?,Who is part of the household?,家庭成員有哪些人？,家庭成员有哪些人？,
junta_de_freguesia,script,diálogo 3,"Eu, a minha mulher e os nossos dois filhos.","Me, my wife and our two children.",我、我妻子和我們的兩個孩子。,我、我妻子和我们的两个孩子。,
junta_de_freguesia,script,diálogo 3,Traga os documentos de todos e o contrato de arrendamento.,Bring everyone's documents and the rental contract.,帶上所有人的證件和租賃合同。,带上所有人的证件和租赁合同。,
junta_de_freguesia,script,diálogo 3,O atestado é válido por quanto tempo?,How long is the certificate valid?,證明有效期多久？,证明有效期多久？,
junta_de_freguesia,script,diálogo 3,Três meses a partir da emissão.,Three months from issuance.,自簽發起三個月。,自签发起三个月。,
junta_de_freguesia,cheat_sheet,,Há Espaço Cidadão aqui?,Is there a Citizen's Desk here?,這裡有公民服務站嗎？,这里有公民服务站吗？,
junta_de_freguesia,cheat_sheet,,Qual é o horário de atendimento?,What are the office hours?,辦公時間是什麼時候？,办公时间是什么时候？,
junta_de_freguesia,cheat_sheet,,Preciso do atestado de agregado familiar.,I need a household certificate.,我需要家庭成員證明。,我需要家庭成员证明。,
junta_de_freguesia,cheat_sheet,,Quero ativar a Chave Móvel Digital.,I want to activate the Digital Mobile Key.,我想開通數字移動密鑰。,我想开通数字移动密钥。,
junta_de_freguesia,cheat_sheet,,O documento é válido por quanto tempo?,How long is the document valid?,文件有效期多久？,文件有效期多久？,
saude,vocabulário,,a consulta aberta / do dia,same-day walk-in appointment,當日門診,当日门诊,
saude,vocabulário,,a dor de cabeça / de garganta / de dentes,headache / sore throat / toothache,頭痛／喉嚨痛／牙痛,头痛／喉咙痛／牙痛,
saude,vocabulário,,a gripe / a constipação,flu / cold,流感／感冒,流感／感冒,
saude,vocabulário,,a tensão alta,high blood pressure,高血壓,高血压,
saude,vocabulário,,a diabetes,diabetes,糖尿病,糖尿病,
saude,vocabulário,,estar grávida,to be pregnant,懷孕,懷孕,
saude,vocabulário,,a vacina,vaccine,疫苗,疫苗,
saude,vocabulário,,o raio-X,X-ray,X光,X光,
saude,vocabulário,,a análise ao sangue,blood test,驗血,验血,
saude,vocabulário,,em jejum,fasting (before a test),空腹,空腹,Blood tests usually require it
saude,vocabulário,,o resultado,result,結果,结果,
saude,vocabulário,,o médico especialista,specialist doctor,專科醫生,专科医生,
saude,vocabulário,,o encaminhamento / a referenciação,referral,轉診,转诊,GP referral needed for SNS specialists
saude,vocabulário,,o seguro de saúde,health insurance,醫療保險,医疗保险,
saude,vocabulário,,tomar o medicamento,to take the medicine,服藥,服药,
saude,vocabulário,,de 8 em 8 horas,every 8 hours,每8小時一次,每8小时一次,
saude,vocabulário,,a dose,dose,劑量,剂量,
saude,vocabulário,,o medicamento genérico,generic medicine,仿製藥（平價替代藥）,仿制药（平价替代药）,Cheaper; ask 'há genérico?' at the pharmacy
saude,vocabulário,,o atestado médico,medical certificate,醫生證明,医生证明,
saude,vocabulário,,a urgência pediátrica,paediatric A&E,兒科急診,儿科急诊,
saude,script,diálogo 2,"Boa noite, o meu filho tem febre alta há dois dias.","Good evening, my son has had a high fever for two days.",晚上好，我兒子高燒兩天了。,晚上好，我儿子高燒两天了。,
saude,script,diálogo 2,Vamos fazer a triagem. Que idade tem a criança?,We'll do triage. How old is the child?,我們先分診。孩子多大？,我们先分诊。孩子多大？,
saude,script,diálogo 2,Tem quatro anos. Também tem tosse e não come.,He's four. He also has a cough and isn't eating.,四歲。還咳嗽，不肯吃東西。,四岁。还咳嗽，不肯吃东西。,
saude,script,diálogo 2,Tome esta pulseira amarela e aguarde ser chamado.,Take this yellow wristband and wait to be called.,拿好這個黃色手環，等叫號。,拿好这个黄色手环，等叫号。,
saude,script,diálogo 2,É alérgico a algum medicamento?,Is he allergic to any medicine?,他對什麼藥物過敏嗎？,他对什么药物过敏吗？,
saude,script,diálogo 2,"Sim, à penicilina. Está escrito no boletim.","Yes, to penicillin. It's written in his health booklet.",對，對青黴素過敏。健康手冊上有寫。,对，对青霉素过敏。健康手册上有写。,
saude,script,diálogo 3,"Boa tarde, venho aviar esta receita.","Good afternoon, I've come to fill this prescription.",下午好，我來取這個處方的藥。,下午好，我來取这个处方的药。,
saude,script,diálogo 3,Tem o código da receita no telemóvel?,Do you have the prescription code on your phone?,您手機上有處方碼嗎？,您手机上有处方码吗？,
saude,script,diálogo 3,"Tenho, chegou por SMS. Há genérico?","I do, it came by SMS. Is there a generic?",有，短信收到的。有仿製藥嗎？,有，短信收到的。有仿制药吗？,
saude,script,diálogo 3,"Há, e fica mais barato. Toma um comprimido de 8 em 8 horas.","There is, and it's cheaper. Take one tablet every 8 hours.",有，而且更便宜。每8小時服一片。,有，而且更便宜。每8小时服一片。,
saude,script,diálogo 3,Com ou sem comida?,With or without food?,飯前還是飯後服？,饭前还是饭后服？,
saude,script,diálogo 3,De preferência depois das refeições.,Preferably after meals.,最好飯後服用。,最好饭后服用。,
saude,cheat_sheet,,Há consulta aberta hoje?,Is there a walk-in appointment today?,今天有當日門診嗎？,今天有当日门诊吗？,
saude,cheat_sheet,,Estou grávida de 12 semanas.,I'm 12 weeks pregnant.,我懷孕12週了。,我懷孕12周了。,
saude,cheat_sheet,,Tenho de vir em jejum?,Do I need to come fasting?,需要空腹來嗎？,需要空腹來吗？,
saude,cheat_sheet,,Há medicamento genérico?,Is there a generic version?,有仿製藥嗎？,有仿制药吗？,
saude,cheat_sheet,,Preciso de um atestado médico para o trabalho.,I need a medical certificate for work.,我需要一份醫生證明交給公司。,我需要一份医生证明交给公司。,
aima,vocabulário,,o pedido de nacionalidade,citizenship application,入籍申請,入籍申请,
aima,vocabulário,,a apostila (de Haia),(Hague) apostille,海牙認證,海牙认证,Foreign documents must be apostilled
aima,vocabulário,,a tradução certificada,certified translation,認證翻譯,认证翻译,
aima,vocabulário,,a certidão de nascimento,birth certificate,出生證明,出生证明,
aima,vocabulário,,o registo criminal do país de origem,criminal record from home country,原籍國無犯罪記錄,原籍國无犯罪记录,
aima,vocabulário,,o visto de trabalho / de estudo,work / study visa,工作簽證／學生簽證,工作签证／学生签证,
aima,vocabulário,,a prorrogação de permanência,extension of stay,延期居留,延期居留,
aima,vocabulário,,o comprovativo de agendamento,proof of appointment,預約憑證,预约憑证,
aima,vocabulário,,o número de processo,case number,案件編號,案件編号,
aima,vocabulário,,o estado do processo,case status,案件狀態,案件状态,
aima,vocabulário,,a notificação,official notification,官方通知,官方通知,
aima,vocabulário,,o prazo,deadline,期限,期限,
aima,vocabulário,,em análise,under review,審核中,审核中,
aima,vocabulário,,deferido / indeferido,approved / rejected,獲批／被拒,获批／被拒,
aima,vocabulário,,o vínculo laboral,employment relationship,勞動關係（在職證明）,劳动关係（在职证明）,
aima,vocabulário,,o seguro de viagem / de saúde,travel / health insurance,旅行保險／醫療保險,旅行保险／医疗保险,
aima,vocabulário,,a declaração da entidade patronal,employer's declaration,僱主聲明,雇主声明,
aima,vocabulário,,o agregado familiar,household / family unit,家庭成員,家庭成员,
aima,vocabulário,,a residência legal,legal residence,合法居留,合法居留,
aima,vocabulário,,o atendimento presencial,in-person service,現場辦理,现场办理,
aima,script,diálogo 2,"Bom dia, queria saber o estado do meu processo.","Good morning, I'd like to know the status of my case.",早上好，我想查詢我的案件狀態。,早上好，我想查询我的案件状态。,
aima,script,diálogo 2,Tem o número de processo?,Do you have the case number?,您有案件編號嗎？,您有案件編号吗？,
aima,script,diálogo 2,"Tenho, está neste comprovativo.","Yes, it's on this receipt.",有，在這張憑證上。,有，在这张憑证上。,
aima,script,diálogo 2,O processo está em análise. Falta um documento: o registo criminal apostilado.,The case is under review. One document is missing: the apostilled criminal record.,案件正在審核。缺一份文件：經海牙認證的無犯罪記錄。,案件正在审核。缺一份文件：经海牙认证的无犯罪记录。,
aima,script,diálogo 2,Posso entregar por email ou tem de ser presencial?,Can I submit it by email or must it be in person?,可以郵件提交還是必須到場？,可以邮件提交还是必须到场？,
aima,script,diálogo 2,"Pode carregar no portal, com o número de processo.","You can upload it on the portal, with your case number.",可以用案件編號在網站上上傳。,可以用案件編号在网站上上传。,
aima,script,diálogo 3,Quero pedir a nacionalidade. Que documentos preciso?,I want to apply for citizenship. What documents do I need?,我想申請入籍。需要哪些文件？,我想申请入籍。需要哪些文件？,
aima,script,diálogo 3,"Certidão de nascimento apostilada e traduzida, e registo criminal.","Apostilled and translated birth certificate, and criminal record.",經海牙認證並翻譯的出生證明，以及無犯罪記錄。,经海牙认证并翻译的出生证明，以及无犯罪记录。,
aima,script,diálogo 3,A tradução tem de ser certificada?,Does the translation have to be certified?,翻譯必須是認證的嗎？,翻译必须是认证的吗？,
aima,script,diálogo 3,"Sim, feita por tradutor certificado ou notário.","Yes, done by a certified translator or notary.",是的，由認證翻譯或公證處出具。,是的，由认证翻译或公证处出具。,
aima,script,diálogo 3,E preciso de prova de residência legal de cinco anos?,And do I need proof of five years' legal residence?,還需要五年合法居留證明嗎？,还需要五年合法居留证明吗？,
aima,script,diálogo 3,"Sim, contam os anos com autorização de residência válida.","Yes, years with a valid residence permit count.",是的，持有效居留許可的年份都計算在內。,是的，持有效居留許可的年份都计算在内。,
aima,cheat_sheet,,Qual é o estado do meu processo? Número: […],What's my case status? Number: […],我的案件狀態如何？編號：……,我的案件状态如何？編号：……,
aima,cheat_sheet,,Recebi esta notificação — o que devo fazer?,I received this notification — what should I do?,我收到這份通知——該怎麼辦？,我收到这份通知——该怎么办？,
aima,cheat_sheet,,Os documentos estão apostilados e traduzidos.,The documents are apostilled and translated.,文件已做海牙認證並翻譯。,文件已做海牙认证并翻译。,
aima,cheat_sheet,,Posso carregar o documento no portal?,Can I upload the document on the portal?,可以在網站上上傳文件嗎？,可以在网站上上传文件吗？,
aima,cheat_sheet,,Quero atualizar a morada no processo.,I want to update the address on my case.,我想更新案件中的地址。,我想更新案件中的地址。,
escola,vocabulário,,a creche,nursery (0-3),託兒所,託儿所,
escola,vocabulário,,o jardim de infância / o pré-escolar,kindergarten / preschool,幼兒園,幼儿园,
escola,vocabulário,,o 1.º / 2.º / 3.º ciclo,primary / middle school cycles,小學低／中／高年級段,小学低／中／高年级段,
escola,vocabulário,,o ensino secundário,secondary school,高中,高中,
escola,vocabulário,,a turma,class (group),班級,班级,
escola,vocabulário,,o diretor de turma,form tutor / homeroom teacher,班主任,班主任,Your main contact at the school
escola,vocabulário,,a caderneta do aluno,student's home-school book,學生聯絡手冊,学生联络手册,Where school-home messages are written
escola,vocabulário,,o intervalo / o recreio,break / playground,課間休息／操場,课间休息／操场,
escola,vocabulário,,a visita de estudo,school trip,校外教學,校外教学,
escola,vocabulário,,a autorização,permission slip,家長同意書,家长同意书,
escola,vocabulário,,a falta,absence,缺勤,缺勤,
escola,vocabulário,,justificar a falta,to justify an absence,為缺勤提交說明,为缺勤提交说明,"Must be done within days, via caderneta or portal"
escola,vocabulário,,o teste / a avaliação,test / assessment,測驗／評估,测验／评估,
escola,vocabulário,,as notas,grades,成績,成绩,
escola,vocabulário,,o apoio ao estudo,study support,課後輔導,课后輔导,
escola,vocabulário,,o PLNM (Português Língua Não Materna),Portuguese as a non-native language,葡語非母語課程（PLNM）,葡语非母语课程（PLNM）,Extra Portuguese support — ask for it
escola,vocabulário,,a equivalência de estudos,recognition of foreign studies,學歷同等認證,学历同等认证,For children schooled abroad
escola,vocabulário,,o cartão do aluno,student card,學生卡,学生卡,
escola,vocabulário,,carregar o cartão,to top up the card (canteen),給學生卡充值,给学生卡充值,
escola,vocabulário,,o transporte escolar,school transport,校車,校车,
escola,script,diálogo 2,"Boa tarde, sou a mãe do Wei, da turma 5.ºB.","Good afternoon, I'm Wei's mother, from class 5B.",下午好，我是5年級B班Wei的媽媽。,下午好，我是5年级B班Wei的媽媽。,
escola,script,diálogo 2,Muito prazer. O Wei está a adaptar-se bem.,Nice to meet you. Wei is adapting well.,幸會。Wei適應得不錯。,幸会。Wei适应得不错。,
escola,script,diálogo 2,Ele ainda tem dificuldades com o português.,He still struggles with Portuguese.,他葡語還是有困難。,他葡语还是有困难。,
escola,script,diálogo 2,Vou propor apoio de PLNM — aulas extra de língua.,I'll propose PLNM support — extra language classes.,我會申請PLNM輔導——額外的語言課。,我会申请PLNM輔导——额外的语言课。,
escola,script,diálogo 2,Como acompanho os trabalhos de casa?,How do I follow his homework?,我怎麼了解他的作業情況？,我怎么了解他的作业情况？,
escola,script,diálogo 2,Pela caderneta do aluno e pelo portal da escola.,Through the student book and the school portal.,通過學生聯絡手冊和學校網站。,通过学生联络手册和学校网站。,
escola,script,diálogo 3,"Bom dia, venho justificar a falta da minha filha.","Good morning, I've come to justify my daughter's absence.",早上好，我來為女兒的缺勤提交說明。,早上好，我來为女儿的缺勤提交说明。,
escola,script,diálogo 3,Qual foi o motivo?,What was the reason?,缺勤原因是什麼？,缺勤原因是什么？,
escola,script,diálogo 3,Esteve doente. Trago o atestado médico.,She was ill. I have the medical certificate.,她生病了。我帶了醫生證明。,她生病了。我带了医生证明。,
escola,script,diálogo 3,Perfeito. Entregue ao diretor de turma ou registe no portal.,Perfect. Give it to the form tutor or log it on the portal.,好的。交給班主任或在網站上登記。,好的。交给班主任或在网站上登记。,
escola,script,diálogo 3,Aproveito para carregar o cartão do almoço.,"While I'm here, I'll top up her lunch card.",順便給她的餐卡充值。,顺便给她的餐卡充值。,
escola,script,diálogo 3,Pode carregar aqui na secretaria ou por multibanco.,You can top up here at the office or by ATM reference.,可以在教務處充，也可以通過櫃員機繳費。,可以在教务处充，也可以通过柜员机缴费。,
escola,cheat_sheet,,Venho justificar a falta do meu filho / da minha filha.,I've come to justify my son's / daughter's absence.,我來為兒子／女兒的缺勤提交說明。,我來为儿子／女儿的缺勤提交说明。,
