pos,gender,id,legacyIds,﻿situacao,tipo,conjunto,pt,en,zh_hant,zh_hans,notas_2026
,,,,trabalho_limpezas,script,diálogo 1,"Doze euros à hora, com recibo verde.","Twelve euros an hour, with a freelance receipt.",每小時十二歐元，開綠色收據。,每小时十二欧元，开綠色收据。,
,,,,trabalho_limpezas,script,diálogo 1,Está bem. O material de limpeza fica cá em casa.,Alright. The cleaning supplies are kept here at the house.,好的。清潔用品放在家裡。,好的。清洁用品放在家里。,
,,,,trabalho_limpezas,script,diálogo 1,Prefere que aspire primeiro e depois esfregue o chão?,Do you prefer I vacuum first and then mop?,您希望我先吸塵再拖地嗎？,您希望我先吸塵再拖地吗？,
,,,,trabalho_limpezas,script,diálogo 1,"Sim, e atenção: não use lixívia no chão de madeira.","Yes, and careful: don't use bleach on the wooden floor.",對，注意：木地板不要用漂白水。,对，注意：木地板不要用漂白水。,
,,,,trabalho_limpezas,cheat_sheet,,Cobro X euros à hora.,I charge X euros per hour.,我每小時收X歐元。,我每小时收X欧元。,
,,,,trabalho_limpezas,cheat_sheet,,Passo recibo verde.,I issue a freelance receipt.,我開綠色收據。,我开綠色收据。,
,,,,trabalho_limpezas,cheat_sheet,,Tenho disponibilidade às [dias] de [manhã/tarde].,I'm available on [days] in the [morning/afternoon].,我[星期幾][上午/下午]有空。,我[星期几][上午/下午]有空。,
,,,,trabalho_limpezas,cheat_sheet,,O material fica em casa ou trago eu?,Are supplies kept at the house or do I bring them?,清潔用品放在家裡還是我自帶？,清洁用品放在家里还是我自带？,
,,,,trabalho_limpezas,cheat_sheet,,Terminei — está tudo limpo.,I'm done — everything is clean.,做完了——都打掃乾淨了。,做完了——都打扫干净了。,
noun,f,az-0764,situacao-a-obra-o-estaleiro,trabalho_construcao,vocabulário,,a obra / o estaleiro,building site,工地,工地,
noun,m,az-0765,situacao-o-servente,trabalho_construcao,vocabulário,,o servente,labourer,小工（雜工）,小工（杂工）,
noun,m,az-0766,situacao-o-pedreiro,trabalho_construcao,vocabulário,,o pedreiro,bricklayer / mason,泥瓦工,泥瓦工,
noun,m,az-0767,situacao-o-encarregado-da-obra,trabalho_construcao,vocabulário,,o encarregado da obra,site foreman,工地領班,工地领班,
noun,m,az-0389,situacao-o-capacete,trabalho_construcao,vocabulário,,o capacete,hard hat,安全帽,安全帽,
noun,f-pl,az-0769,situacao-as-botas-de-protecao,trabalho_construcao,vocabulário,,as botas de proteção,safety boots,安全鞋,安全鞋,
noun,m,az-0770,situacao-o-colete-refletor,trabalho_construcao,vocabulário,,o colete refletor,hi-vis vest,反光背心,反光背心,
noun,m,az-0771,situacao-o-epi-equipamento-de-protecao-individual,trabalho_construcao,vocabulário,,o EPI (equipamento de proteção individual),PPE (personal protective equipment),個人防護裝備,个人防护装備,Mandatory; refusing unsafe work is your right
noun,m,az-0772,situacao-o-andaime,trabalho_construcao,vocabulário,,o andaime,scaffolding,腳手架,腳手架,
noun,m,az-0773,situacao-o-cimento-o-betao,trabalho_construcao,vocabulário,,o cimento / o betão,cement / concrete,水泥／混凝土,水泥／混凝土,
noun,m,az-0774,situacao-o-tijolo,trabalho_construcao,vocabulário,,o tijolo,brick,磚,砖,
noun,f,az-0775,situacao-a-betoneira,trabalho_construcao,vocabulário,,a betoneira,cement mixer,攪拌機,搅拌机,
noun,m,az-0391,situacao-o-contrato-de-trabalho,trabalho_construcao,vocabulário,,o contrato de trabalho,work contract,勞動合同,劳动合同,Insist on one — protects wages and NISS
,,,,trabalho_construcao,script,diálogo 1,Bom dia. Hoje ficas a ajudar o pedreiro no segundo piso.,Good morning. Today you're helping the mason on the second floor.,早上好。今天你在二樓給泥瓦工打下手。,早上好。今天你在二楼给泥瓦工打下手。,
,,,,trabalho_construcao,script,diálogo 1,Entendido. Onde estão os capacetes?,Understood. Where are the hard hats?,明白。安全帽在哪裡？,明白。安全帽在哪里？,
,,,,trabalho_construcao,script,diálogo 1,No contentor. O EPI é obrigatório em toda a obra.,In the container. PPE is mandatory on the whole site.,在集裝箱裡。整個工地都必須穿戴防護裝備。,在集装箱里。整个工地都必须穿戴防护装備。,
,,,,trabalho_construcao,script,diálogo 1,Precisamos de mais cimento para a betoneira.,We need more cement for the mixer.,攪拌機需要再加水泥。,搅拌机需要再加水泥。,
,,,,trabalho_construcao,script,diálogo 1,Cuidado com o andaime — ainda não está fixo.,Careful with the scaffolding — it's not secured yet.,小心腳手架——還沒固定好。,小心腳手架——还没固定好。,
,,,,trabalho_construcao,script,diálogo 1,A que horas é a pausa para almoço?,What time is the lunch break?,午飯休息是幾點？,午饭休息是几点？,
,,,,trabalho_construcao,script,diálogo 1,Ao meio-dia. E não te esqueças de assinar a folha de presença.,At noon. And don't forget to sign the attendance sheet.,中午十二點。別忘了在考勤表上簽名。,中午十二点。別忘了在考勤表上签名。,
,,,,trabalho_construcao,cheat_sheet,,Onde está o meu EPI?,Where's my PPE?,我的防護裝備在哪裡？,我的防护装備在哪里？,
,,,,trabalho_construcao,cheat_sheet,,Isto não é seguro — o andaime não está fixo.,This isn't safe — the scaffolding isn't secured.,這不安全——腳手架沒固定。,这不安全——腳手架没固定。,
,,,,trabalho_construcao,cheat_sheet,,Preciso de mais cimento / tijolos.,We need more cement / bricks.,需要再來些水泥／磚。,需要再來些水泥／砖。,
,,,,trabalho_construcao,cheat_sheet,,A que horas é a pausa?,What time is the break?,休息是幾點？,休息是几点？,
,,,,trabalho_construcao,cheat_sheet,,Quando assinamos o contrato de trabalho?,When do we sign the work contract?,什麼時候簽勞動合同？,什么时候签劳动合同？,
,,,,trabalho_construcao,cheat_sheet,,Magoei-me — preciso do kit de primeiros socorros.,I've hurt myself — I need the first-aid kit.,我受傷了——需要急救箱。,我受伤了——需要急救箱。,
noun,m,az-0777,situacao-o-estafeta,trabalho_entregas,vocabulário,,o estafeta,delivery rider/courier,外賣員／快遞員,外卖员／快递员,
noun,f,az-0778,situacao-a-entrega,trabalho_entregas,vocabulário,,a entrega,delivery,配送,配送,
noun,m,az-0779,situacao-o-pedido,trabalho_entregas,vocabulário,,o pedido,the order,訂單,订单,
noun,f,az-0780,situacao-a-mochila-termica,trabalho_entregas,vocabulário,,a mochila térmica,thermal delivery bag,保溫配送箱,保溫配送箱,
noun,f,az-0781,situacao-a-aplicacao-a-app,trabalho_entregas,vocabulário,,a aplicação / a app,the app,應用程式,应用程式,
noun,f,az-0015,,trabalho_entregas,vocabulário,,a morada,address,地址,地址,
noun,m,az-0782,situacao-o-codigo-da-porta,trabalho_entregas,vocabulário,,o código da porta,door/entry code,門禁密碼,门禁密码,
noun,m,az-0783,situacao-o-interfone-a-campainha,trabalho_entregas,vocabulário,,o interfone / a campainha,intercom / doorbell,對講機／門鈴,对讲机／门鈴,
,,az-0784,situacao-ligar-ao-cliente,trabalho_entregas,vocabulário,,ligar ao cliente,to call the customer,給顧客打電話,给顾客打电话,
noun,m,az-0785,situacao-o-res-do-chao-o-andar,trabalho_entregas,vocabulário,,o rés-do-chão / o andar,ground floor / floor,一樓（地面層）／樓層,一楼（地面层）／楼层,
noun,f,az-0786,situacao-a-mota-a-bicicleta,trabalho_entregas,vocabulário,,a mota / a bicicleta,motorbike / bicycle,摩托車／自行車,摩托车／自行车,
noun,m,az-0131,,trabalho_entregas,vocabulário,,o trânsito,traffic,交通（堵車）,交通（堵车）,
,,,,trabalho_entregas,script,diálogo 1,"Boa noite, tenho uma entrega para o João.","Good evening, I have a delivery for João.",晚上好，有João的外賣。,晚上好，有João的外卖。,
,,,,trabalho_entregas,script,diálogo 1,É no terceiro andar. O código da porta é 1530.,It's on the third floor. The door code is 1530.,在三樓。門禁密碼是1530。,在三楼。门禁密码是1530。,
,,,,trabalho_entregas,script,diálogo 1,O interfone não funciona — pode descer para levantar o pedido?,The intercom isn't working — can you come down to collect the order?,對講機壞了——您可以下來取餐嗎？,对讲机坏了——您可以下來取餐吗？,
,,,,trabalho_entregas,script,diálogo 1,"Estou na entrada, com a mochila vermelha.","I'm at the entrance, with the red delivery bag.",我在門口，背紅色保溫箱。,我在门口，背紅色保溫箱。,
,,,,trabalho_entregas,script,diálogo 1,"Desculpe o atraso, havia muito trânsito.","Sorry for the delay, there was a lot of traffic.",抱歉來晚了，路上很堵。,抱歉來晚了，路上很堵。,
,,,,trabalho_entregas,script,diálogo 1,"Confirma o pedido na app, por favor. Boa noite!",Please confirm the order in the app. Good night!,請在應用裡確認收餐。晚安！,请在应用里确认收餐。晚安！,
,,,,trabalho_entregas,cheat_sheet,,Tenho uma entrega para [nome].,I have a delivery for [name].,有[姓名]的外賣。,有[姓名]的外卖。,
,,,,trabalho_entregas,cheat_sheet,,Qual é o código da porta?,What's the door code?,門禁密碼是多少？,门禁密码是多少？,
,,,,trabalho_entregas,cheat_sheet,,Pode descer para levantar o pedido?,Can you come down to collect the order?,您可以下來取餐嗎？,您可以下來取餐吗？,
,,,,trabalho_entregas,cheat_sheet,,Estou na entrada do prédio.,I'm at the building entrance.,我在樓門口。,我在楼门口。,
,,,,trabalho_entregas,cheat_sheet,,Desculpe o atraso — muito trânsito.,Sorry for the delay — heavy traffic.,抱歉來晚了——路上很堵。,抱歉來晚了——路上很堵。,
noun,f,az-0787,situacao-a-conta-poupanca,banco,vocabulário,,a conta poupança,savings account,儲蓄帳戶,储蓄账户,
noun,m,az-0788,situacao-o-emprestimo,banco,vocabulário,,o empréstimo,loan,貸款,貸款,
noun,m,az-0789,situacao-o-credito-habitacao,banco,vocabulário,,o crédito habitação,mortgage,房屋貸款,房屋貸款,
noun,f,az-0790,situacao-a-taxa-de-juro,banco,vocabulário,,a taxa de juro,interest rate,利率,利率,
noun,f,az-0791,situacao-a-prestacao,banco,vocabulário,,a prestação,monthly instalment,每月分期還款,每月分期还款,
noun,m,az-0792,situacao-o-mb-way,banco,vocabulário,,o MB Way,MB Way (mobile payment app),MB Way（手機支付應用）,MB Way（手机支付应用）,Ubiquitous in PT; ask the bank to activate it
noun,m,az-0793,situacao-o-multibanco-a-caixa-automatica,banco,vocabulário,,o multibanco / a caixa automática,ATM,自動櫃員機（ATM）,自动柜员机（ATM）,
noun,m,az-0161,situacao-o-talao,banco,vocabulário,,o talão,receipt slip (from ATM),（櫃員機）憑條,（柜员机）憑条,
noun,m,az-0795,situacao-o-movimento,banco,vocabulário,,o movimento,account transaction,帳戶交易記錄,账户交易记录,
noun,m,az-0796,situacao-o-debito-direto,banco,vocabulário,,o débito direto,direct debit,自動扣款,自动扣款,How utilities are usually paid
noun,f,az-0797,situacao-a-transferencia-imediata,banco,vocabulário,,a transferência imediata,instant transfer,即時轉帳,即时转账,
noun,m,az-0798,situacao-o-pagamento-sem-contacto-contactless,banco,vocabulário,,o pagamento sem contacto / contactless,contactless payment,感應式支付,感应式支付,
noun,m,az-0799,situacao-o-limite-de-levantamento,banco,vocabulário,,o limite de levantamento,withdrawal limit,提款限額,提款限额,
,,az-0800,situacao-bloquear-o-cartao,banco,vocabulário,,bloquear o cartão,to block the card,掛失／凍結銀行卡,挂失／冻结银行卡,
noun,m,az-0801,situacao-o-cartao-foi-retido,banco,vocabulário,,o cartão foi retido,the card was retained (by the ATM),卡被櫃員機吞了,卡被柜员机吞了,
noun,f,az-0802,situacao-a-assinatura,banco,vocabulário,,a assinatura,signature,簽名,签名,
noun,m,az-0803,situacao-o-gestor-de-conta,banco,vocabulário,,o gestor de conta,account manager,客戶經理,客户经理,
noun,f,az-0804,situacao-a-agencia-o-balcao,banco,vocabulário,,a agência / o balcão,branch / counter,分行／櫃檯,分行／柜台,
noun,f,az-0805,situacao-a-comissao,banco,vocabulário,,a comissão,fee / charge,手續費,手续费,
,,az-0806,situacao-levantar-sem-cartao-mb-way,banco,vocabulário,,levantar sem cartão (MB Way),cardless withdrawal,無卡提款,无卡提款,
,,,,banco,script,diálogo 2,"Boa tarde, o multibanco reteve o meu cartão.","Good afternoon, the ATM retained my card.",下午好，櫃員機把我的卡吞了。,下午好，柜员机把我的卡吞了。,
,,,,banco,script,diálogo 2,Foi nesta agência? Tem um documento de identificação?,Was it at this branch? Do you have ID?,是在這家分行嗎？您有身份證件嗎？,是在这家分行吗？您有身份证件吗？,
,,,,banco,script,diálogo 2,"Foi, sim. Aqui está o meu título de residência.","Yes, it was. Here's my residence permit.",是的。這是我的居留證。,是的。这是我的居留证。,
,,,,banco,script,diálogo 2,"Vou verificar. Entretanto, quer bloquear o cartão por segurança?","I'll check. Meanwhile, do you want to block the card for safety?",我查一下。這期間，為安全起見要凍結卡片嗎？,我查一下。这期间，为安全起见要冻结卡片吗？,
,,,,banco,script,diálogo 2,"Sim, por favor. E posso levantar dinheiro sem cartão?","Yes, please. And can I withdraw money without the card?",好的，麻煩您。那我可以無卡取款嗎？,好的，麻煩您。那我可以无卡取款吗？,
,,,,banco,script,diálogo 2,"Pode, pelo MB Way, com o telemóvel.","You can, via MB Way, with your phone.",可以，用手機通過MB Way操作。,可以，用手机通过MB Way操作。,
,,,,banco,script,diálogo 3,Queria ativar o débito direto para a conta da luz.,I'd like to set up a direct debit for the electricity bill.,我想給電費設置自動扣款。,我想给电费设置自动扣款。,
,,,,banco,script,diálogo 3,Trouxe a fatura? Precisamos da entidade e da referência.,Did you bring the bill? We need the entity and reference numbers.,您帶賬單了嗎？我們需要單位代碼和繳費編號。,您带账单了吗？我们需要单位代码和缴费編号。,
,,,,banco,script,diálogo 3,Está aqui. Também queria ativar o MB Way.,Here it is. I'd also like to activate MB Way.,在這裡。我還想開通MB Way。,在这里。我还想开通MB Way。,
,,,,banco,script,diálogo 3,Com certeza. Associa-se ao seu número de telemóvel.,Certainly. It's linked to your mobile number.,當然可以。它會綁定您的手機號碼。,当然可以。它会绑定您的手机号码。,
,,,,banco,script,diálogo 3,Há alguma comissão mensal?,Is there a monthly fee?,有月費嗎？,有月费吗？,
,,,,banco,script,diálogo 3,"Não, o serviço é gratuito no nosso banco.","No, the service is free at our bank.",沒有，我們銀行這項服務免費。,没有，我们银行这项服务免费。,
,,,,banco,cheat_sheet,,O multibanco reteve o meu cartão.,The ATM retained my card.,櫃員機把我的卡吞了。,柜员机把我的卡吞了。,
,,,,banco,cheat_sheet,,Quero bloquear o cartão — perdi-o / foi roubado.,I want to block my card — I lost it / it was stolen.,我要掛失銀行卡——卡丟了／被偷了。,我要挂失银行卡——卡丟了／被偷了。,
,,,,banco,cheat_sheet,,Queria ativar o MB Way / o débito direto.,I'd like to activate MB Way / direct debit.,我想開通MB Way／自動扣款。,我想开通MB Way／自动扣款。,
,,,,banco,cheat_sheet,,Qual é o limite de levantamento diário?,What's the daily withdrawal limit?,每日提款限額是多少？,每日提款限额是多少？,
,,,,banco,cheat_sheet,,Posso falar com o meu gestor de conta?,May I speak with my account manager?,我可以和我的客戶經理談談嗎？,我可以和我的客户经理谈谈吗？,
noun,m,az-0807,situacao-o-irs,financas,vocabulário,,o IRS,personal income tax,個人所得稅（IRS）,个人所得税（IRS）,
noun,f,az-0808,situacao-a-fatura-com-nif-com-contribuinte,financas,vocabulário,,a fatura com NIF / com contribuinte,receipt with your tax number,帶稅號的發票,带税号的发票,Asked at every shop: 'Quer fatura com contribuinte?'
noun,m,az-0809,situacao-o-e-fatura,financas,vocabulário,,o e-Fatura,e-Fatura (invoice portal),電子發票平台（e-Fatura）,电子发票平台（e-Fatura）,
noun,m,az-0810,situacao-o-reembolso,financas,vocabulário,,o reembolso,tax refund,退稅,退税,
,,az-0811,situacao-pagar-em-prestacoes,financas,vocabulário,,pagar em prestações,to pay in instalments,分期繳納,分期缴納,
noun,f,az-0812,situacao-a-divida-fiscal,financas,vocabulário,,a dívida fiscal,tax debt,稅務欠款,税务欠款,
noun,m,az-0813,situacao-o-imi,financas,vocabulário,,o IMI,property tax,房產稅（IMI）,房产税（IMI）,
noun,m,az-0814,situacao-o-iuc,financas,vocabulário,,o IUC,road tax,車輛稅（IUC）,车辆税（IUC）,
noun,m,az-0815,situacao-o-iva,financas,vocabulário,,o IVA,VAT,增值稅（IVA）,增值税（IVA）,
noun,f,az-0816,situacao-a-isencao,financas,vocabulário,,a isenção,exemption,免稅／豁免,免税／豁免,
noun,m,az-0817,situacao-o-escalao,financas,vocabulário,,o escalão,income bracket,收入級距,收入级距,
noun,m,az-0818,situacao-o-rendimento,financas,vocabulário,,o rendimento,income,收入,收入,
,,az-0819,situacao-abrir-atividade,financas,vocabulário,,abrir atividade,to register as self-employed,開業登記（自僱）,开业登记（自雇）,Required before issuing recibos verdes
,,az-0820,situacao-cessar-atividade,financas,vocabulário,,cessar atividade,to close self-employed activity,停業登記,停业登记,
noun,f,az-0821,situacao-a-categoria-b,financas,vocabulário,,a categoria B,category B (self-employment income),B類收入（自僱所得）,B类收入（自雇所得）,
noun,f,az-0822,situacao-a-retencao-na-fonte,financas,vocabulário,,a retenção na fonte,withholding tax,源頭扣繳（預扣稅）,源头扣缴（预扣税）,
noun,m,az-0823,situacao-o-recibo-verde-eletronico,financas,vocabulário,,o recibo verde eletrónico,electronic freelance receipt,電子綠色收據,电子綠色收据,
noun,f,az-0824,situacao-a-chave-movel-digital-cmd,financas,vocabulário,,a Chave Móvel Digital (CMD),Digital Mobile Key (gov. login),數字移動密鑰（政府通用登錄）,数字移动密钥（政府通用登录）,"One login for Finanças, SS, SNS portals"
noun,m,az-0825,situacao-o-certificado-digital,financas,vocabulário,,o certificado digital,digital certificate,數字證書,数字证书,
noun,f,az-0826,situacao-a-nota-de-liquidacao,financas,vocabulário,,a nota de liquidação,tax assessment notice,稅款結算單,税款结算单,Proof of income for AR renewals
,,,,financas,script,diálogo 2,"Bom dia, quero abrir atividade como trabalhador independente.","Good morning, I want to register as self-employed.",早上好，我想登記自僱開業。,早上好，我想登记自雇开业。,
,,,,financas,script,diálogo 2,Que atividade vai exercer?,What activity will you carry out?,您要從事什麼行業？,您要从事什么行业？,
,,,,financas,script,diálogo 2,Limpezas domésticas. É a minha primeira vez.,Domestic cleaning. It's my first time.,家庭保潔。這是我第一次登記。,家庭保洁。这是我第一次登记。,
,,,,financas,script,diálogo 2,No primeiro ano tem isenção de IVA se ficar abaixo do limite.,In the first year you're VAT-exempt if you stay under the threshold.,第一年收入低於門檻可以免增值稅。,第一年收入低于门檻可以免增值税。,
,,,,financas,script,diálogo 2,E como passo os recibos?,And how do I issue receipts?,那我怎麼開收據？,那我怎么开收据？,
,,,,financas,script,diálogo 2,"No Portal das Finanças, recibos verdes eletrónicos, com a sua senha.","On the Finanças portal, electronic green receipts, with your password.",在財政網站上用您的密碼開電子綠色收據。,在财政网站上用您的密码开电子綠色收据。,
,,,,financas,script,diálogo 3,Recebi uma nota para pagar. Posso pagar em prestações?,I received a payment notice. Can I pay in instalments?,我收到一張繳費通知。可以分期付款嗎？,我收到一张缴费通知。可以分期付款吗？,
,,,,financas,script,diálogo 3,Pode pedir um plano prestacional no portal ou aqui ao balcão.,You can request an instalment plan on the portal or here at the counter.,您可以在網站上或在這個櫃檯申請分期計劃。,您可以在网站上或在这个柜台申请分期计划。,
,,,,financas,script,diálogo 3,Quantas prestações são possíveis?,How many instalments are possible?,最多可以分幾期？,最多可以分几期？,
,,,,financas,script,diálogo 3,Depende do valor. Sem juros até certo montante.,It depends on the amount. Interest-free up to a certain sum.,取決於金額。一定額度內免利息。,取决于金额。一定额度内免利息。,
,,,,financas,script,diálogo 3,E se eu atrasar uma prestação?,And if I'm late on an instalment?,如果我逾期一期會怎樣？,如果我逾期一期会怎样？,
,,,,financas,script,diálogo 3,O plano pode ser anulado — convém pagar a tempo.,The plan can be cancelled — best to pay on time.,計劃可能被取消——最好按時繳納。,计划可能被取消——最好按时缴納。,
,,,,financas,cheat_sheet,,Quero abrir atividade como independente.,I want to register as self-employed.,我想登記自僱開業。,我想登记自雇开业。,
,,,,financas,cheat_sheet,,"Fatura com contribuinte, por favor.","Receipt with my tax number, please.",請開帶稅號的發票。,请开带税号的发票。,
,,,,financas,cheat_sheet,,Posso pagar em prestações?,Can I pay in instalments?,可以分期付款嗎？,可以分期付款吗？,
,,,,financas,cheat_sheet,,Como ativo a Chave Móvel Digital?,How do I activate the Digital Mobile Key?,怎麼開通數字移動密鑰？,怎么开通数字移动密钥？,
,,,,financas,cheat_sheet,,Preciso da nota de liquidação para a AIMA.,I need the tax assessment notice for AIMA.,我需要稅款結算單交給移民局。,我需要税款结算单交给移民局。,
noun,m,az-0827,situacao-o-envelope,correios,vocabulário,,o envelope,envelope,信封,信封,
noun,f,az-0828,situacao-a-caixa-a-embalagem,correios,vocabulário,,a caixa / a embalagem,box / packaging,紙箱／包裝,纸箱／包装,
,,az-0829,situacao-pesar,correios,vocabulário,,pesar,to weigh,稱重,稱重,
noun,m,az-0830,situacao-o-peso,correios,vocabulário,,o peso,weight,重量,重量,
,,az-0831,situacao-fragil,correios,vocabulário,,frágil,fragile,易碎,易碎,
noun,m,az-0832,situacao-o-correio-normal,correios,vocabulário,,o correio normal,standard mail,平郵,平邮,
noun,m,az-0833,situacao-o-correio-expresso,correios,vocabulário,,o correio expresso,express mail,快遞,快递,
noun,m,az-0834,situacao-o-prazo-de-entrega,correios,vocabulário,,o prazo de entrega,delivery time,送達時間,送达时间,
noun,f,az-0835,situacao-a-alfandega,correios,vocabulário,,a alfândega,customs,海關,海关,Parcels from outside the EU often get held here
noun,f,az-0836,situacao-a-taxa-alfandegaria,correios,vocabulário,,a taxa alfandegária,customs fee,關稅,关税,
noun,m,az-0837,situacao-o-formulario-aduaneiro,correios,vocabulário,,o formulário aduaneiro,customs form,報關單,報关单,
noun,f,az-0838,situacao-a-segunda-tentativa-de-entrega,correios,vocabulário,,a segunda tentativa de entrega,second delivery attempt,第二次派送,第二次派送,
noun,m,az-0839,situacao-o-cacifo-o-locker,correios,vocabulário,,o cacifo / o locker,parcel locker,快遞櫃,快递柜,
,,az-0840,situacao-reencaminhar,correios,vocabulário,,reencaminhar,to forward (mail),轉寄,转寄,
,,az-0841,situacao-devolver-ao-remetente,correios,vocabulário,,devolver ao remetente,to return to sender,退回寄件人,退回寄件人,
noun,f,az-0842,situacao-a-entrega-ao-domicilio,correios,vocabulário,,a entrega ao domicílio,home delivery,送貨上門,送货上门,
noun,f,az-0843,situacao-a-assinatura-na-entrega,correios,vocabulário,,a assinatura na entrega,signature on delivery,簽收,签收,
noun,m,az-0844,situacao-o-vale-postal,correios,vocabulário,,o vale postal,postal money order,郵政匯票,邮政汇票,
,,az-0845,situacao-levantar-na-loja,correios,vocabulário,,levantar na loja,to collect in store,到店自取,到店自取,
noun,m,az-0846,situacao-o-horario-de-funcionamento,correios,vocabulário,,o horário de funcionamento,opening hours,營業時間,營业时间,
,,,,correios,script,diálogo 2,"Boa tarde, a minha encomenda está retida na alfândega.","Good afternoon, my parcel is held at customs.",下午好，我的包裹被海關扣了。,下午好，我的包裹被海关扣了。,
,,,,correios,script,diálogo 2,Tem o número de rastreio e a notificação?,Do you have the tracking number and the notification?,您有追蹤編號和通知單嗎？,您有追踪編号和通知单吗？,
,,,,correios,script,diálogo 2,Tenho. Quanto tenho de pagar de taxa?,I do. How much do I have to pay in fees?,有。我需要繳多少費用？,有。我需要缴多少费用？,
,,,,correios,script,diálogo 2,São 15 euros de taxa alfandegária mais o IVA.,It's 15 euros customs fee plus VAT.,關稅15歐元，另加增值稅。,关税15欧元，另加增值税。,
,,,,correios,script,diálogo 2,Posso pagar online ou tem de ser aqui?,Can I pay online or does it have to be here?,可以在線繳費還是必須來這裡？,可以在线缴费还是必须來这里？,
,,,,correios,script,diálogo 2,Pode pagar online — depois a entrega segue normalmente.,You can pay online — then delivery proceeds normally.,可以在線繳費——之後正常派送。,可以在线缴费——之后正常派送。,
,,,,correios,script,diálogo 3,Perdi a entrega de ontem. O que faço?,I missed yesterday's delivery. What do I do?,我昨天沒趕上派送。該怎麼辦？,我昨天没赶上派送。该怎么办？,
,,,,correios,script,diálogo 3,"Há uma segunda tentativa amanhã, ou pode levantar na loja.","There's a second attempt tomorrow, or you can collect in store.",明天有第二次派送，或者您可以到店自取。,明天有第二次派送，或者您可以到店自取。,
,,,,correios,script,diálogo 3,Prefiro o cacifo — é possível?,I'd prefer the locker — is that possible?,我更想用快遞櫃——可以嗎？,我更想用快递柜——可以吗？,
,,,,correios,script,diálogo 3,"Sim, altere na app com o código de rastreio.","Yes, change it in the app with the tracking number.",可以，在應用裡用追蹤編號修改。,可以，在应用里用追踪編号修改。,
,,,,correios,script,diálogo 3,Quanto tempo fica no cacifo?,How long does it stay in the locker?,包裹在快遞櫃裡放多久？,包裹在快递柜里放多久？,
,,,,correios,script,diálogo 3,Três dias úteis. Recebe um código por SMS.,Three working days. You'll get a code by SMS.,三個工作日。您會收到短信取件碼。,三个工作日。您会收到短信取件码。,
,,,,correios,cheat_sheet,,A encomenda está na alfândega — quanto pago?,My parcel is at customs — how much do I pay?,包裹在海關——我要繳多少錢？,包裹在海关——我要缴多少钱？,
,,,,correios,cheat_sheet,,Pode reencaminhar para esta morada?,Can you forward it to this address?,可以轉寄到這個地址嗎？,可以转寄到这个地址吗？,
,,,,correios,cheat_sheet,,"É frágil, por favor.","It's fragile, please.",易碎品，請小心。,易碎品，请小心。,
,,,,correios,cheat_sheet,,Quando é a segunda tentativa de entrega?,When is the second delivery attempt?,第二次派送是什麼時候？,第二次派送是什么时候？,
,,,,correios,cheat_sheet,,Prefiro levantar no cacifo.,I'd rather collect it from the locker.,我想到快遞櫃取件。,我想到快递柜取件。,
noun,m,az-0847,situacao-o-espaco-cidadao,junta_de_freguesia,vocabulário,,o Espaço Cidadão,Citizen's Desk (one-stop services),公民服務站,公民服务站,"Renew CC, CMD activation, IRS help — often inside the junta"
noun,m,az-0848,situacao-o-recenseamento-eleitoral,junta_de_freguesia,vocabulário,,o recenseamento eleitoral,electoral registration,選民登記,选民登记,
noun,f,az-0849,situacao-a-prova-de-vida,junta_de_freguesia,vocabulário,,a prova de vida,proof of life (for pensions),生存證明（領養老金用）,生存证明（领养老金用）,
noun,m,az-0850,situacao-o-atestado-de-agregado-familiar,junta_de_freguesia,vocabulário,,o atestado de agregado familiar,household certificate,家庭成員證明,家庭成员证明,Often needed for family reunification
noun,f,az-0851,situacao-a-fotocopia-autenticada,junta_de_freguesia,vocabulário,,a fotocópia autenticada,certified photocopy,認證副本,认证副本,
noun,m,az-0852,situacao-o-reconhecimento-de-assinatura,junta_de_freguesia,vocabulário,,o reconhecimento de assinatura,signature certification,簽名認證,签名认证,
noun,f,az-0853,situacao-a-taxa-de-emissao,junta_de_freguesia,vocabulário,,a taxa de emissão,issuance fee,辦理費用,办理费用,
noun,m,az-0854,situacao-o-horario-de-atendimento,junta_de_freguesia,vocabulário,,o horário de atendimento,office hours,辦公時間,办公时间,
noun,f,az-0855,situacao-a-senha-de-atendimento,junta_de_freguesia,vocabulário,,a senha de atendimento,queue ticket,排隊取號,排队取号,
,,az-0856,situacao-valido-por-tres-meses,junta_de_freguesia,vocabulário,,válido por três meses,valid for three months,三個月有效,三个月有效,Most junta certificates expire quickly
noun,f,az-0857,situacao-a-declaracao,junta_de_freguesia,vocabulário,,a declaração,declaration / statement,聲明書,声明书,
,,az-0858,situacao-morar-residir,junta_de_freguesia,vocabulário,,morar / residir,to live / to reside,居住,居住,
noun,f,az-0859,situacao-a-freguesia,junta_de_freguesia,vocabulário,,a freguesia,parish (administrative area),堂區（行政區）,堂区（行政区）,
noun,m,az-0860,situacao-o-municipe-o-morador,junta_de_freguesia,vocabulário,,o munícipe / o morador,resident,居民,居民,
noun,f,az-0594,situacao-a-camara-municipal,junta_de_freguesia,vocabulário,,a câmara municipal,city hall,市政廳,市政厅,
noun,m,az-0862,situacao-o-formulario,junta_de_freguesia,vocabulário,,o formulário,form,表格,表格,
